Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
171172,INT,4.0,2.5,4.6,282,0,1,2,1
192145,INT,4.5,4.5,3.5,319,1,0,1,0
170258,USA,1.6,2.5,4.5,282,0,1,2,1
164178,USA,3.2,2.8,3.4,293,1,0,2,0
167781,INT,1.4,2.8,1.1,295,1,1,2,0
175118,INT,3.6,3.8,3.1,317,0,1,1,1
191277,USA,2.3,1.2,1.5,292,1,0,1,0
128359,INT,1.1,2.5,4.4,294,1,1,1,0
131035,USA,1.3,2.6,4.9,266,1,1,1,0
138446,INT,2.6,3.6,2.3,270,1,1,2,1
110669,USA,1.9,3.5,3.0,273,0,0,1,1
153867,INT,2.9,4.9,4.8,319,1,0,2,0
142897,USA,4.0,1.5,3.3,287,1,1,1,1
110485,USA,4.0,3.2,3.0,307,0,1,1,0
109974,USA,3.5,4.5,1.1,307,1,0,1,0
162998,INT,4.1,1.2,4.2,260,1,0,2,1
105237,USA,2.3,2.8,4.0,339,0,1,1,1
116737,USA,4.9,4.6,3.2,275,1,1,2,1
141382,USA,1.7,2.5,2.1,305,1,0,2,1
147307,USA,2.9,4.4,3.6,271,1,1,2,1
124711,INT,1.0,2.6,2.1,276,0,0,2,0
144896,INT,3.3,3.0,4.9,332,0,1,1,0
102896,USA,4.1,1.6,3.4,276,0,0,2,0
181808,USA,2.1,2.7,3.1,314,0,1,1,1
188788,INT,1.6,4.9,4.9,263,0,1,2,0
113165,INT,1.8,1.6,3.7,316,1,1,1,1
157288,INT,4.2,3.4,1.9,274,1,0,1,0
146636,INT,3.7,2.1,2.5,311,1,1,1,1
124493,USA,4.9,3.1,4.5,276,0,0,2,1
188354,USA,3.0,4.7,5.0,302,0,0,1,0
189702,USA,3.8,1.4,2.2,313,1,1,1,1
125717,USA,4.2,1.0,4.6,322,1,1,1,1
158912,INT,3.1,3.5,4.1,327,0,1,2,1
112258,USA,2.3,4.8,4.6,306,0,1,1,0
187588,INT,3.3,2.8,1.4,314,1,0,1,1
129910,USA,4.1,3.7,1.9,300,1,1,1,0
101543,USA,5.0,4.0,3.2,337,0,0,1,0
175538,INT,1.7,1.7,1.2,301,0,0,1,1
117845,USA,1.4,3.0,2.8,261,1,0,2,0
186746,USA,3.2,1.6,2.4,283,1,1,1,0
197908,USA,1.1,4.8,2.0,275,0,0,1,0
140181,INT,4.9,4.5,1.7,280,0,1,2,0
147589,USA,3.5,4.1,5.0,267,1,1,1,1
164189,INT,4.9,3.4,4.7,278,0,1,1,0
179086,USA,1.6,3.8,1.8,294,1,0,1,0
145308,INT,3.7,2.9,4.3,286,1,1,2,0
173050,USA,2.1,2.6,2.7,329,1,0,2,1
124988,USA,1.5,3.7,3.0,272,1,1,1,1
195962,INT,1.3,2.9,2.8,262,0,1,2,0
127487,USA,1.7,1.1,2.5,321,1,0,1,0
170963,INT,2.7,2.7,4.8,273,1,0,2,0
188913,USA,3.7,2.0,3.3,317,1,1,1,1
155716,USA,2.2,2.5,1.8,321,0,1,2,1
179498,INT,4.4,2.7,2.0,320,0,0,2,1
122447,USA,4.7,1.0,4.4,290,0,1,1,0
180557,USA,3.9,3.3,3.7,288,0,0,1,1
161803,USA,2.9,3.6,4.8,307,1,1,1,1
138393,USA,2.4,1.9,4.3,280,0,0,2,0
187484,USA,1.8,4.2,3.0,270,1,0,2,0
114765,INT,1.4,3.9,4.8,299,1,0,2,0
111490,INT,4.4,4.7,3.8,317,1,1,1,1
109057,INT,2.9,1.9,1.1,327,0,1,2,0
156165,INT,1.8,2.6,1.1,287,0,1,1,0
146681,USA,1.5,3.7,3.6,324,1,0,2,1
185182,INT,3.5,1.9,1.8,270,1,0,1,1
198696,INT,4.7,3.7,3.8,305,0,0,2,0
153019,USA,1.8,4.9,5.0,330,0,1,2,1
107109,USA,3.7,4.6,4.2,281,1,1,1,1
196403,USA,3.0,2.8,2.0,290,0,1,2,1
162196,USA,2.6,3.6,1.8,302,1,0,2,0
158828,USA,1.5,4.5,3.1,335,0,0,2,1
127300,INT,4.9,3.8,1.3,328,1,0,1,0
152325,INT,3.6,2.7,4.3,262,1,1,1,0
130091,USA,2.0,2.0,3.1,315,1,0,2,1
185953,INT,4.4,3.3,1.4,261,0,1,1,1
177900,INT,4.3,1.5,2.8,337,1,1,2,0
132206,INT,2.1,1.9,3.3,282,1,1,1,1
123797,INT,2.2,4.8,4.6,293,1,1,2,0
132113,INT,1.5,2.1,2.0,313,0,0,1,0
146648,INT,2.1,4.9,2.5,315,1,0,2,0
117219,INT,4.1,4.5,2.9,274,0,1,1,1
157048,USA,4.6,1.1,3.8,276,0,0,2,1
109612,USA,2.4,4.0,1.5,278,1,0,1,1
149286,INT,2.7,4.2,1.5,311,1,0,1,0
172686,USA,2.0,1.9,1.3,283,1,1,1,1
139618,USA,2.8,3.8,1.0,323,1,0,2,1
159531,INT,1.9,3.4,3.2,286,0,1,2,1
111267,USA,2.0,3.7,2.8,281,1,1,2,0
114538,INT,3.3,4.9,1.4,271,1,0,2,0
168026,USA,4.9,5.0,3.8,284,1,0,1,0
184086,INT,3.0,1.8,2.0,297,1,1,1,1
179485,USA,1.6,3.7,1.6,275,1,1,2,0
112938,INT,1.0,1.9,4.0,306,1,1,1,0
165443,INT,3.9,1.9,3.9,307,0,0,2,1
161374,INT,4.9,1.7,2.7,302,1,1,2,0
109369,INT,1.7,4.9,3.5,288,1,0,2,0
142032,USA,3.0,3.9,3.5,314,0,0,1,1
116707,USA,3.9,1.2,2.3,322,0,1,2,0
126901,INT,2.9,4.6,2.9,329,1,1,2,0
125933,USA,4.1,4.1,1.8,270,0,0,2,1
172458,USA,1.0,1.5,3.9,287,0,1,1,1
166950,USA,3.3,2.2,1.8,304,1,1,2,1
198525,INT,1.4,2.7,1.1,289,0,1,2,1
173337,USA,1.5,3.8,4.4,310,1,1,1,1
132385,INT,4.1,3.1,3.4,296,0,0,2,1
189995,INT,4.0,2.3,3.2,308,1,1,2,1
133100,INT,3.9,3.5,4.8,265,0,0,1,0
125295,USA,2.0,4.2,1.9,278,1,0,2,0
122084,INT,3.5,1.5,2.3,273,1,0,1,0
165839,USA,4.3,4.1,4.0,321,1,1,2,1
109823,USA,3.4,2.0,3.5,295,1,0,2,0
105673,USA,3.7,4.9,4.8,294,1,0,2,0
130060,USA,3.2,3.8,4.7,296,1,1,1,1
152003,USA,2.2,4.7,3.3,286,0,1,1,1
104885,INT,3.8,1.4,1.4,315,0,1,2,0
195728,INT,1.0,3.0,4.1,308,0,0,2,0
145206,USA,4.3,3.0,4.8,262,1,0,2,1
134778,USA,2.1,4.1,3.7,276,1,0,2,0
157412,USA,4.7,4.0,2.1,273,0,0,2,0
177514,USA,4.6,4.0,1.6,265,0,0,2,0
142575,INT,2.1,1.6,1.2,296,1,1,1,1
149222,USA,2.2,1.9,2.4,263,0,1,2,0
145887,USA,2.3,1.9,1.1,292,1,1,2,0
190995,INT,1.4,2.9,4.0,318,0,0,2,1
178121,USA,3.5,1.8,3.4,328,1,1,1,1
135034,INT,1.1,2.3,2.5,312,1,1,1,0
151637,INT,4.2,4.6,2.6,290,1,1,1,0
106685,USA,2.4,2.2,2.3,291,1,0,2,0
120085,USA,4.7,4.2,1.1,303,0,0,1,1
150272,USA,3.4,1.1,2.0,311,1,1,2,0
147770,INT,2.3,4.9,2.0,315,0,0,1,0
123884,USA,1.4,2.3,2.1,268,0,0,2,1
132502,USA,1.3,3.1,1.6,310,0,0,1,0
142392,INT,1.9,3.1,1.3,262,1,0,2,0
107553,USA,4.3,4.1,2.3,283,1,1,1,1
127175,USA,4.3,2.7,3.4,275,1,1,2,0
168094,USA,3.6,1.9,2.8,298,0,1,1,0
159277,INT,4.7,3.7,1.7,296,0,0,2,0
107441,USA,2.5,4.2,2.0,285,1,0,1,1
103654,INT,1.6,2.5,3.4,299,0,0,2,1
185451,USA,3.6,4.0,2.4,313,1,0,2,0
128655,USA,4.0,1.1,4.1,274,0,0,2,0
135039,INT,1.1,3.5,2.1,273,1,0,2,0
188390,USA,2.4,2.7,1.6,318,1,1,2,0
197908,USA,2.4,4.9,2.5,281,1,0,2,1
140015,USA,2.1,2.3,2.0,262,1,0,1,1
100991,USA,2.4,4.2,3.9,271,1,1,2,0
125138,INT,1.6,2.6,3.6,309,0,1,2,0
101190,INT,2.9,3.2,3.5,267,1,1,2,1
170009,USA,4.2,2.9,3.6,334,1,1,2,0
123750,USA,4.3,2.8,4.6,308,0,0,2,1
117281,USA,1.6,1.9,5.0,333,0,0,1,0
106026,USA,4.7,1.3,3.0,332,0,1,2,1
199984,INT,2.6,4.9,2.4,330,1,1,1,1
186381,USA,2.9,4.2,2.6,332,1,0,2,0
152005,USA,4.7,2.9,1.5,266,0,1,1,1
184403,USA,3.8,3.6,1.1,336,1,1,2,1
130372,INT,1.6,1.6,2.7,332,1,0,1,0
134128,INT,1.6,3.3,4.8,310,1,0,2,1
192701,USA,2.6,1.7,4.0,333,1,0,1,0
107620,INT,1.5,2.3,1.3,306,1,1,1,0
100675,INT,1.0,4.6,1.0,264,0,1,2,1
167397,USA,4.5,4.7,4.2,262,1,1,1,0
137990,INT,4.1,3.1,2.3,325,0,0,1,0
199699,USA,1.1,1.5,1.4,314,0,0,1,1
176456,USA,1.8,3.7,3.7,328,0,0,1,1
164417,USA,3.2,3.7,1.1,276,1,0,1,0
122268,USA,3.0,4.1,1.9,287,1,0,1,1
134084,USA,1.5,4.4,3.8,281,1,1,1,0
162597,USA,4.3,4.1,1.3,285,0,0,1,0
127491,INT,1.6,4.6,3.0,307,0,0,1,0
176690,INT,2.6,4.1,2.7,311,0,0,1,1
104485,INT,4.0,3.3,4.5,292,0,0,1,0
195807,USA,1.4,3.8,3.4,301,0,1,1,0
171389,USA,1.2,3.1,2.3,310,0,1,2,1
187647,INT,4.9,2.0,5.0,285,0,0,2,0
197325,INT,4.4,2.2,4.3,303,1,0,2,1
188722,USA,2.5,2.6,2.6,333,0,1,1,1
117251,USA,4.1,4.8,1.5,271,1,0,1,0
113219,USA,1.5,2.2,1.4,306,0,1,2,1
131500,USA,2.5,4.3,2.1,303,1,1,2,1
117078,INT,3.1,3.5,4.8,267,0,0,2,1
124963,INT,4.8,5.0,2.5,274,1,1,1,0
177990,USA,4.7,3.3,3.0,279,0,0,1,1
191105,USA,1.7,3.6,4.9,311,0,0,2,0
179926,USA,4.4,1.7,1.5,304,1,1,2,0
145173,INT,2.8,1.5,4.1,287,1,1,1,0
193849,USA,3.0,4.2,4.1,265,0,0,1,0
123744,USA,4.3,4.6,3.3,276,0,0,1,1
114177,INT,4.6,1.5,3.5,307,0,1,2,1
123033,INT,1.5,2.6,2.7,335,0,0,2,0
192141,USA,2.0,1.0,4.3,332,1,0,1,0
163812,USA,2.8,3.5,3.5,287,1,0,2,0
131403,INT,2.4,4.9,2.4,318,0,1,1,0
175674,USA,4.3,4.5,3.9,274,0,1,2,0
194903,USA,5.0,3.1,2.7,269,0,0,2,1
150637,INT,4.6,3.3,2.6,279,0,0,2,0
128499,USA,4.5,3.2,4.8,296,0,1,1,0
103812,INT,2.3,1.9,2.1,298,0,1,1,0
168102,INT,2.1,1.9,3.7,338,0,1,1,1
145647,INT,2.5,2.5,2.7,292,1,1,1,1
131517,USA,2.7,3.9,3.7,331,0,1,2,1
106077,USA,2.4,3.0,1.4,287,0,0,1,1
149663,INT,3.7,4.5,2.4,313,0,0,2,1
152350,INT,3.5,3.2,1.0,274,0,0,2,1
134424,USA,2.5,4.6,3.8,318,0,1,1,1
137552,USA,4.3,4.4,3.5,309,0,1,2,1
126048,USA,4.6,1.4,4.5,322,1,0,1,0
142865,USA,2.7,2.8,1.8,332,1,1,2,1
126271,INT,4.4,4.0,4.3,303,0,1,1,1
174291,USA,2.6,3.1,4.3,335,0,0,1,1
187640,USA,3.9,1.0,3.9,278,0,1,2,0
148062,INT,3.2,3.4,4.4,262,0,0,2,1
158816,USA,4.9,4.5,2.3,335,1,1,2,0
195819,INT,2.7,2.0,4.1,269,0,1,1,0
144816,INT,4.8,2.7,1.6,302,0,1,1,0
135477,USA,3.4,1.8,1.3,275,0,0,2,1
157850,INT,2.5,2.3,2.6,261,1,0,1,1
164352,INT,1.4,4.1,3.7,322,1,1,1,0
124171,USA,1.7,3.6,3.2,267,0,1,1,0
192971,USA,4.1,3.2,4.8,337,0,1,2,1
181457,USA,2.4,1.9,4.2,309,1,1,1,1
171742,INT,2.7,1.4,3.6,283,0,0,1,0
130360,USA,1.2,4.0,4.3,275,1,1,1,1
122828,INT,2.8,4.4,2.7,307,1,0,1,0
166623,USA,3.4,1.4,3.9,297,1,1,1,0
199368,USA,3.5,1.2,4.4,297,1,0,1,1
130719,INT,4.7,4.4,4.0,325,1,1,1,0
109170,USA,3.2,3.6,2.0,316,0,1,1,0
138324,INT,1.5,3.1,3.7,325,0,1,2,0
155408,USA,4.4,1.2,2.1,266,0,1,2,0
122610,INT,4.1,2.5,4.1,281,1,0,2,0
131678,INT,1.5,3.7,4.5,280,0,1,2,0
139931,INT,2.8,1.5,4.7,316,1,1,2,1
185355,USA,2.3,1.1,1.7,330,0,0,2,1
107803,USA,1.8,1.8,3.6,321,1,0,1,0
134257,INT,3.2,4.1,4.3,323,1,0,2,1
152192,USA,3.9,2.6,2.4,333,0,0,2,1
121686,INT,1.9,3.6,3.2,309,1,1,1,1
147148,INT,4.3,3.5,4.5,338,0,0,2,1
175431,USA,2.9,4.7,3.7,275,1,0,1,0
116881,USA,1.9,2.1,4.0,304,0,0,1,1
168515,INT,4.0,3.0,3.4,287,1,1,1,1
196890,USA,1.8,1.6,1.7,316,1,1,1,1
170244,USA,3.8,3.2,4.6,281,1,1,1,0
157211,INT,3.8,3.1,4.5,262,0,1,1,0
185937,USA,1.7,1.6,3.6,268,1,0,2,0
159575,USA,3.7,4.3,3.3,286,0,0,1,0
175171,USA,4.9,4.0,2.0,338,1,1,2,1
179078,INT,4.5,2.8,3.9,294,1,0,1,0
129453,USA,1.9,4.2,1.5,273,0,1,1,1
164159,USA,1.7,4.5,4.6,337,0,1,2,1
182556,INT,2.6,3.7,3.9,278,0,1,1,1
159851,INT,3.9,1.9,4.0,271,1,1,1,0
158363,INT,2.1,2.8,1.9,314,1,1,1,1
109079,USA,4.5,1.1,3.1,328,1,1,2,0
165033,INT,2.5,3.3,4.0,301,0,1,2,1
134569,INT,3.5,1.9,3.9,268,0,0,1,1
167653,USA,1.3,3.3,2.8,306,1,0,2,1
187708,INT,1.3,1.1,4.1,329,0,1,2,0
138991,INT,3.1,2.8,2.6,326,0,1,1,1
128234,INT,2.4,3.2,4.6,298,0,1,1,0
144785,USA,1.6,2.6,4.8,311,1,0,2,0
156830,USA,2.7,1.6,3.9,270,1,1,2,0
100166,INT,1.3,2.3,3.0,322,1,0,1,0
113853,USA,4.2,4.1,1.0,337,0,1,2,0
100827,INT,4.1,2.8,4.8,293,0,1,2,0
132439,INT,2.4,1.1,2.4,261,0,1,2,1
170429,INT,3.8,3.6,2.8,272,0,0,1,1
156653,INT,1.4,2.5,4.2,276,1,1,2,0
105863,USA,4.2,2.1,3.7,335,0,1,2,1
121603,INT,4.5,3.9,3.8,260,0,1,1,0
166634,USA,2.7,2.5,4.8,338,0,1,2,0
141289,INT,1.2,2.4,4.1,299,1,0,2,1
112782,USA,4.3,1.2,4.1,305,1,0,1,0
175620,USA,1.1,4.9,1.9,320,0,0,2,1
121352,INT,2.4,1.5,2.7,293,0,0,2,1
151099,INT,3.6,2.3,4.7,268,1,0,2,1
173085,INT,2.7,3.0,1.5,298,0,1,2,1
125070,USA,3.1,3.3,1.7,276,0,1,1,0
191894,USA,2.2,5.0,1.3,325,1,0,1,0
159534,USA,2.2,1.4,2.2,280,0,1,1,0
138293,USA,4.5,2.3,3.3,296,0,1,2,1
192948,USA,1.3,5.0,2.1,338,1,0,2,1
100904,USA,2.5,2.3,2.6,336,1,1,1,1
135839,INT,3.7,4.3,3.6,297,0,0,2,1
107096,INT,1.9,3.3,2.8,307,1,1,1,0
105664,USA,4.7,3.6,1.7,334,0,1,1,1
173240,USA,2.1,1.8,4.3,298,1,0,1,1
165056,INT,1.6,2.4,1.4,338,0,1,2,1
129330,INT,3.0,1.7,4.9,301,1,1,2,1
149751,INT,4.8,1.1,2.2,313,1,0,1,1
104873,USA,1.4,2.9,3.2,295,1,1,1,1
106196,USA,4.7,4.3,1.4,339,1,0,1,1
103975,INT,3.0,4.1,4.6,309,0,0,2,0
136674,INT,3.0,2.8,4.8,313,1,1,2,1
181270,USA,2.2,3.8,4.9,308,1,0,1,1
105213,INT,4.1,3.9,4.3,293,1,0,2,1
111411,INT,2.2,2.4,2.7,315,1,0,1,0
193618,USA,2.8,1.3,2.8,334,1,1,1,0
128330,INT,3.5,4.1,2.5,338,0,1,1,1
171820,INT,4.1,2.3,3.9,318,0,1,2,0
148385,USA,1.2,2.1,2.7,315,1,0,1,0
119987,USA,3.2,4.5,5.0,280,0,1,1,1
167000,USA,4.5,4.8,3.6,286,0,1,2,1
134062,USA,4.4,3.6,2.5,273,0,1,2,0
171287,USA,4.1,4.3,4.4,306,1,0,2,1
115258,USA,2.4,1.6,4.8,297,1,1,2,1
150896,USA,4.4,1.8,1.7,313,1,0,2,0
195017,INT,3.2,2.1,4.7,279,1,1,2,1
196826,USA,1.8,4.1,3.7,260,1,1,1,0
183231,USA,3.8,3.4,4.0,331,1,0,2,1
187536,USA,1.3,1.5,2.6,335,0,0,1,1
117866,USA,4.3,3.6,5.0,265,0,0,1,1
140247,USA,4.5,1.8,5.0,323,0,1,2,1
144481,INT,1.7,1.4,4.1,338,0,0,2,1
146006,USA,3.6,4.9,2.1,292,1,0,1,0
188162,USA,3.8,1.5,4.3,330,0,1,1,1
161227,USA,4.7,1.2,1.9,319,1,0,1,1
153907,USA,1.5,2.5,5.0,273,1,1,2,0
163645,INT,1.6,1.9,4.3,332,0,1,2,0
141110,USA,4.3,1.9,1.6,327,1,0,2,1
147829,USA,3.3,3.8,1.6,269,0,0,1,1
166858,USA,3.1,1.8,4.7,273,1,1,1,0
193159,INT,3.0,3.1,2.7,315,1,0,2,0
119022,USA,4.4,4.5,3.8,290,0,0,1,1
139240,INT,2.4,1.6,2.6,284,1,1,2,0
147813,USA,3.2,4.9,4.0,332,1,0,2,0
187363,INT,1.2,3.3,2.6,294,0,1,2,1
189020,USA,2.8,4.1,4.6,269,1,1,2,0
102089,INT,1.7,3.4,4.6,272,1,0,1,1
155987,INT,3.4,2.7,2.0,302,0,0,1,0
192933,INT,2.3,2.6,4.8,310,0,0,2,1
180919,INT,2.2,2.7,2.1,280,0,0,1,1
181072,USA,1.6,4.5,3.1,276,1,1,2,1
117403,INT,2.2,4.5,3.9,265,1,1,2,1
195491,USA,1.2,4.9,3.5,267,1,0,2,1
142248,INT,2.6,3.8,1.5,262,0,1,1,0
143217,USA,2.2,3.0,1.4,279,0,0,1,0
158158,INT,4.6,1.5,2.4,294,1,0,1,0
107404,USA,1.4,3.8,2.9,339,1,0,2,1
104379,INT,2.5,1.9,2.9,280,0,0,2,1
111508,INT,3.2,3.6,4.6,331,0,1,2,1
159211,USA,3.1,2.2,2.5,335,0,1,2,0
127375,INT,4.9,1.1,2.5,338,1,0,2,1
139399,INT,2.2,2.9,4.2,328,1,0,1,1
156637,INT,2.7,2.6,4.3,292,0,0,2,0
194589,INT,2.8,4.8,2.3,312,1,1,2,1
196250,USA,3.0,3.7,1.2,337,0,1,2,1
101629,INT,2.7,3.9,2.8,304,0,0,2,0
167526,INT,4.6,2.8,3.6,326,1,1,1,1
109679,INT,3.1,2.3,1.0,261,0,0,1,1
142190,USA,1.7,3.9,1.7,281,1,0,1,1
104464,USA,2.5,4.9,2.0,295,1,0,2,0
143399,USA,1.8,3.2,3.2,339,0,0,1,0
124107,INT,3.1,4.4,2.8,265,1,1,1,0
119675,USA,4.3,2.3,3.8,311,0,0,2,0
135473,INT,2.3,4.9,2.2,260,1,0,2,0
168154,USA,2.4,3.4,1.6,276,0,0,2,0
168746,USA,3.8,3.4,3.0,318,0,1,1,0
193178,USA,1.2,4.2,2.5,286,0,0,1,0
126207,USA,2.5,3.5,3.2,270,0,0,1,1
193589,INT,2.1,4.6,3.6,263,1,1,1,0
181761,INT,4.2,2.8,2.6,276,1,1,1,0
157896,USA,3.0,4.5,2.1,321,1,1,1,1
100288,USA,1.4,4.5,1.9,291,1,0,2,1
194405,INT,4.7,3.2,4.0,297,1,1,2,0
163645,USA,4.1,4.1,3.1,338,0,0,1,0
109116,USA,4.1,3.5,4.3,320,0,1,2,1
142479,INT,2.7,4.4,4.1,328,1,1,1,0
191601,INT,1.7,4.5,2.3,275,1,0,1,0
169478,INT,3.3,2.8,2.3,323,1,1,1,0
153299,USA,4.0,2.9,4.6,309,0,0,1,0
185054,INT,4.0,3.1,2.9,281,0,1,2,0
149424,INT,1.8,4.3,1.4,298,1,1,1,0
166106,INT,1.7,1.6,3.9,337,1,1,2,1
106913,USA,4.3,1.2,2.0,311,1,1,1,0
107428,USA,4.5,4.0,4.3,318,0,0,1,0
182544,USA,1.5,3.1,3.9,306,0,0,2,1
156455,USA,4.4,3.7,4.4,265,1,1,1,1
117660,USA,2.0,3.2,4.5,279,1,1,2,0
117292,INT,3.7,2.5,1.2,307,1,1,1,1
119626,USA,3.3,3.1,3.9,273,0,1,2,0
147879,INT,3.0,1.1,4.9,298,0,1,1,0
124323,INT,3.4,1.4,2.1,336,0,0,1,0
143214,USA,4.6,2.3,2.8,269,0,1,2,1
157800,USA,1.1,4.3,3.1,334,0,0,2,0
140469,INT,4.8,2.2,4.2,322,1,0,2,0
133155,INT,3.9,1.7,3.1,308,0,0,1,1
126357,INT,3.7,2.0,1.7,318,0,0,2,1
103963,INT,2.0,1.3,2.2,264,1,0,2,0
134689,INT,1.7,1.8,2.4,298,1,0,1,0
104940,USA,4.6,2.4,4.2,276,0,0,2,1
198349,INT,2.6,2.4,2.6,301,1,1,1,0
164476,INT,4.3,4.3,3.2,331,1,1,1,0
162303,INT,4.3,3.3,4.2,299,1,0,1,1
165585,INT,2.6,2.6,3.6,316,0,0,1,0
142988,INT,4.3,1.4,2.5,322,1,0,2,0
107728,INT,3.8,1.1,1.8,274,0,0,1,0
101626,USA,4.0,1.7,1.7,271,1,0,1,0
153155,USA,2.2,3.9,1.7,278,0,0,1,0
112943,USA,4.2,3.4,4.9,317,0,1,1,0
161225,USA,1.7,1.6,4.2,309,1,0,1,0
118597,USA,4.4,2.5,3.6,281,1,0,2,0
121908,INT,2.4,3.2,1.3,262,0,1,1,1
140982,INT,3.4,3.0,1.9,302,0,1,1,0
141500,INT,4.9,1.7,1.7,278,0,0,1,1
116789,USA,3.1,1.5,2.3,262,1,1,1,1
181378,INT,2.6,4.6,4.3,320,0,1,2,0
155986,INT,2.6,4.6,2.8,300,1,0,2,1
186176,USA,3.6,3.4,2.9,334,1,1,1,1
189691,USA,1.5,3.9,4.7,311,0,0,1,1
187046,INT,2.5,2.0,4.6,281,0,0,1,0
198665,INT,4.3,3.0,1.2,329,0,1,1,0
184972,USA,1.2,2.3,2.0,336,0,0,2,1
140287,INT,4.8,3.1,2.9,283,1,0,1,1
165878,INT,3.2,3.8,3.5,308,1,1,2,0
185767,INT,3.4,2.5,4.4,269,1,1,2,1
192992,INT,3.7,2.5,2.2,295,1,1,2,0
189105,INT,3.0,2.2,3.1,328,1,0,1,1
136242,USA,4.0,3.9,3.2,327,1,1,2,0
147393,INT,3.5,4.6,4.0,290,1,1,2,0
116227,INT,2.0,2.8,2.8,287,0,1,2,0
193407,INT,3.9,4.7,4.1,270,1,0,1,1
190281,INT,3.0,3.5,4.0,331,1,0,1,1
197760,INT,2.7,3.9,4.8,326,1,1,2,1
141094,USA,1.8,2.0,4.4,319,1,0,1,1
172997,USA,2.4,2.2,1.7,294,0,1,1,0
106159,USA,2.2,2.8,4.7,320,1,0,1,1
178051,INT,2.8,4.4,3.4,282,0,1,1,0
110075,INT,4.4,3.2,2.6,279,1,1,1,0
161770,USA,1.2,3.2,1.4,280,0,1,2,1
183677,USA,4.3,2.6,2.6,300,1,1,2,1
171690,USA,2.0,2.4,1.9,307,0,0,1,1
141765,USA,3.6,4.0,2.1,339,1,1,1,1
176964,USA,3.4,3.8,1.7,270,0,0,2,1
191535,USA,2.3,3.5,1.5,267,0,1,1,1
180389,INT,4.8,2.3,2.7,294,1,1,2,0
199444,INT,3.3,4.7,2.4,337,0,1,1,0
193715,USA,1.6,4.5,2.3,273,1,0,2,0
153994,INT,3.1,4.1,4.9,316,0,0,1,0
194837,USA,4.1,3.2,3.2,309,0,1,2,1
117196,INT,2.8,1.1,3.9,322,0,1,2,0
183266,USA,1.1,4.8,2.4,320,1,0,1,0
166418,USA,3.5,2.3,1.1,270,0,0,1,0
169463,USA,1.5,2.9,4.3,292,1,0,2,0
179160,INT,2.7,3.4,3.6,285,0,0,2,1
192427,USA,3.1,4.5,4.9,268,1,0,1,0
177908,INT,1.3,4.8,4.2,275,0,0,2,0
194100,INT,3.7,2.7,3.8,325,0,1,1,0
191693,INT,4.6,3.2,4.3,334,1,1,1,0
133399,INT,4.6,2.9,3.1,338,1,1,2,1
156502,INT,4.7,1.4,2.1,272,0,1,1,0
176746,USA,4.1,3.5,2.1,293,0,1,2,0
126038,INT,3.0,2.9,4.7,320,0,0,1,0
157193,INT,2.2,2.2,5.0,302,0,1,1,1
107909,USA,4.3,5.0,3.5,323,1,0,2,1
161603,INT,2.9,4.0,2.0,308,0,1,1,1
132470,USA,1.8,4.0,1.0,320,0,1,1,1
148646,USA,2.2,2.4,1.7,306,0,0,1,0
115267,INT,3.6,2.4,4.8,292,1,1,2,0
123719,USA,2.1,3.6,1.6,272,1,1,1,1
134788,INT,4.6,2.4,4.1,294,0,0,1,0
108613,USA,1.3,3.6,1.1,285,0,1,2,1
144508,INT,2.4,4.5,1.5,331,0,1,1,1
179678,INT,2.7,2.7,3.0,334,0,1,2,1
183670,USA,2.2,3.1,4.1,308,0,1,2,0
193008,USA,4.9,3.6,1.9,335,0,1,2,0
105710,INT,2.2,1.5,1.8,283,1,0,1,1
157859,INT,2.1,2.1,3.7,270,0,1,1,1
130985,USA,1.2,2.9,3.7,329,0,1,1,1
177380,USA,4.5,1.7,2.5,299,0,1,1,1
145900,USA,3.1,2.1,2.8,338,1,0,1,0
149299,USA,1.7,2.1,3.8,263,1,0,1,1
197141,USA,1.6,3.9,4.0,293,1,1,2,0
174674,USA,2.1,1.3,3.3,272,1,0,1,0
104023,USA,1.6,1.6,3.1,335,1,1,1,0
120994,USA,4.5,3.8,2.8,272,0,1,2,1
109159,USA,4.6,3.8,1.2,269,0,0,1,0
190906,INT,1.4,1.5,3.9,334,0,1,2,0
152117,USA,3.2,3.4,2.1,285,0,0,2,1
129785,USA,3.8,2.9,3.8,271,0,0,1,0
173106,USA,4.4,4.5,2.3,335,0,0,2,0
113551,USA,1.6,2.5,2.4,302,0,1,1,0
121364,INT,2.1,4.0,4.0,288,1,0,2,1
107587,USA,1.8,2.0,1.7,331,0,0,2,0
170613,USA,2.7,2.7,4.6,325,0,0,1,1
171333,INT,1.6,1.6,3.3,320,0,1,1,0
147174,INT,3.5,4.9,3.0,269,1,0,2,1
176406,USA,1.3,4.6,2.7,282,1,1,1,0
148397,INT,2.5,2.7,4.6,295,0,0,1,0
157300,INT,4.5,4.1,4.4,290,0,0,1,0
111812,USA,2.2,1.4,4.7,278,1,1,1,1
106729,INT,2.0,4.0,3.2,269,1,1,2,1
112676,INT,1.8,1.6,1.5,322,1,0,1,1
168551,INT,1.4,2.6,3.9,280,0,1,1,1
182390,INT,2.9,4.7,2.6,293,0,0,2,0
152603,INT,1.1,4.5,3.1,268,0,0,2,0
